TimeOnPage,PagesViewed,ProductsViewed,AddedToCart,TrafficSource,Purchase
979,7,3,1,Email,0
1460,8,10,0,Organic,0
1419,5,12,0,Referral,0
499,16,11,0,Social,1
475,5,1,1,Referral,0
930,12,1,0,Social,0
1689,12,3,0,Social,0
1001,12,12,0,Organic,0
281,15,14,0,Organic,0
1201,1,13,0,Social,0
1460,15,8,1,Referral,0
684,9,6,0,Email,0
56,5,8,0,Referral,0
956,5,10,1,Organic,0
955,2,13,0,Organic,0
177,14,9,1,Email,0
95,2,1,0,Social,0
1338,4,13,1,Social,0
1247,6,6,1,Organic,0
1298,4,3,0,Social,0
1694,18,5,1,Referral,0
1396,5,11,0,Referral,0
1429,5,9,0,Email,0
1165,1,12,0,Social,1
309,7,1,0,Email,0
283,3,0,0,Referral,0
835,16,6,0,Social,0
146,9,6,0,Referral,0
15,13,4,0,Social,0
1627,18,4,0,Social,0
1272,15,8,1,Social,0
876,14,14,0,Organic,0
1772,10,7,0,Email,0
631,3,13,0,Email,1
1680,15,12,1,Referral,0
800,6,11,0,Email,0
969,19,1,0,Referral,0
1054,1,8,0,Email,0
200,1,13,0,Organic,0
110,4,10,0,Organic,0
184,9,5,1,Referral,0
1796,8,14,0,Referral,0
676,14,2,1,Organic,0
541,2,2,0,Email,1
641,15,2,0,Email,0
1641,3,6,0,Email,0
1209,1,1,1,Email,0
131,7,0,0,Organic,1
1250,3,11,0,Email,0
50,18,9,0,Organic,0
295,7,2,1,Email,0
305,9,7,0,Organic,0
1117,9,4,0,Referral,0
1507,19,10,0,Organic,0
1323,8,3,1,Organic,0
634,3,11,0,Referral,0
1551,1,10,0,Email,0
39,18,8,0,Organic,0
722,4,0,0,Referral,0
710,15,8,0,Email,0
374,15,1,0,Referral,0
103,18,11,1,Email,0
622,8,3,0,Social,0
392,18,0,1,Social,0
1638,19,8,0,Referral,0
1477,12,8,0,Referral,0
191,4,12,0,Social,0
755,8,5,0,Organic,0
1515,9,4,1,Social,0
652,10,11,0,Referral,0
497,9,8,0,Organic,0
1030,17,12,0,Email,0
321,14,12,0,Referral,0
1201,13,11,0,Email,0
1049,10,11,0,Email,0
551,16,6,0,Referral,0
1400,9,14,0,Email,0
965,7,2,0,Organic,0
273,1,9,0,Email,0
529,2,6,0,Referral,0
40,2,11,0,Organic,0
1219,2,7,0,Social,0
805,13,10,0,Email,0
1023,2,11,0,Referral,0
478,5,6,0,Referral,0
316,6,8,0,Referral,0
1266,10,1,0,Email,0
216,2,7,0,Social,1
1112,10,3,0,Social,0
1783,4,5,0,Social,0
1193,1,14,0,Referral,0
59,19,13,0,Organic,1
294,15,0,0,Email,0
1218,3,0,0,Social,0
505,14,10,0,Email,0
1646,7,4,0,Referral,0
309,16,4,0,Referral,1
1636,19,9,1,Organic,0
1438,13,14,0,Organic,0
62,13,14,0,Social,0
705,10,14,0,Email,0
1654,4,0,1,Organic,0
194,9,12,0,Organic,0
1375,7,5,0,Social,0
1036,17,7,0,Referral,0
1072,19,5,0,Referral,0
220,12,4,0,Social,0
1481,18,13,0,Organic,0
687,13,9,0,Social,0
22,15,14,0,Organic,1
229,13,11,0,Email,0
1097,3,3,1,Referral,0
1361,7,9,0,Referral,0
1655,5,1,0,Organic,0
951,5,10,0,Organic,0
1036,11,1,1,Social,0
215,17,7,0,Email,0
1683,1,6,0,Email,0
1238,7,10,1,Referral,0
982,15,9,0,Organic,0
1667,19,7,0,Organic,0
807,10,8,0,Organic,0
1122,9,10,0,Referral,0
1435,1,11,0,Social,0
1392,18,10,0,Referral,0
1275,8,11,0,Organic,0
362,19,13,0,Organic,0
1448,7,8,0,Referral,0
1251,18,13,0,Email,0
1601,17,14,1,Social,0
1754,16,0,0,Referral,0
979,7,5,0,Email,1
269,13,2,0,Social,0
618,18,13,0,Referral,0
1048,13,7,0,Referral,0
1435,12,14,0,Organic,0
784,5,14,0,Referral,0
1113,2,13,0,Email,0
1756,16,0,0,Social,0
1241,11,0,0,Referral,0
47,11,8,0,Social,0
1302,14,14,0,Social,0
1410,4,1,0,Social,0
1735,17,14,0,Organic,0
673,13,4,0,Organic,0
1196,4,3,1,Email,0
797,14,11,0,Referral,0
124,3,3,0,Organic,0
226,15,14,0,Email,0
566,19,0,0,Referral,0
167,8,13,0,Referral,0
258,14,11,0,Email,0
1077,1,0,0,Referral,1
306,18,4,0,Organic,0
526,15,8,0,Organic,0
644,4,0,0,Organic,1
1542,11,11,0,Email,0
44,18,3,1,Social,0
1240,14,8,0,Organic,0
1557,4,10,0,Email,1
510,4,7,1,Email,0
1082,7,11,1,Referral,1
510,12,2,0,Social,0
383,2,5,0,Organic,0
734,7,0,0,Social,0
847,15,5,1,Referral,0
688,9,13,0,Referral,0
1089,1,11,1,Social,0
1307,13,13,1,Social,0
1476,12,4,0,Referral,0
131,3,6,1,Referral,0
675,4,12,0,Organic,1
1149,5,14,0,Social,0
453,15,13,0,Organic,0
1467,18,13,0,Social,0
996,3,8,0,Email,0
177,11,5,0,Referral,0
1404,6,14,0,Organic,0
1634,1,3,0,Email,0
354,17,13,0,Organic,0
236,8,9,0,Organic,0
798,13,5,0,Referral,0
1293,1,4,0,Organic,0
318,7,1,0,Social,0
369,11,12,0,Referral,1
878,4,6,0,Organic,0
1657,18,13,0,Email,0
1718,8,8,0,Organic,0
1407,5,1,0,Referral,1
1471,14,8,0,Referral,0
580,17,12,0,Email,0
747,10,3,1,Email,0
850,10,1,0,Email,0
1266,13,14,0,Organic,0
844,9,11,0,Email,0
471,17,3,1,Referral,0
463,13,11,0,Organic,0
864,16,3,0,Referral,0
1688,10,2,0,Referral,0
143,15,12,0,Email,0
1182,16,3,0,Email,0
806,14,12,0,Referral,0
1202,4,0,0,Email,0
400,8,5,0,Email,0
834,11,3,0,Email,0
1035,9,9,0,Email,0
1597,11,12,0,Organic,0
131,18,8,0,Referral,0
409,15,12,0,Referral,0
1298,9,14,0,Social,0
93,9,13,0,Organic,0
1575,6,10,1,Organic,0
1159,11,7,0,Social,0
777,17,0,1,Email,0
1529,11,8,0,Referral,0
1024,4,8,0,Organic,0
1103,16,4,1,Organic,0
1550,3,8,1,Organic,0
913,4,9,0,Email,0
769,3,7,1,Referral,0
139,5,8,1,Organic,0
1632,13,9,1,Email,0
1367,18,9,0,Social,0
263,6,14,0,Organic,0
1449,1,13,1,Social,0
1770,17,2,0,Referral,0
562,3,10,0,Email,0
266,2,12,0,Email,1
381,18,9,0,Organic,0
1260,6,11,0,Email,0
312,4,3,0,Referral,0
148,4,7,0,Email,0
692,1,13,0,Organic,0
1255,4,6,0,Email,0
866,8,13,1,Social,0
598,8,8,0,Organic,0
13,7,9,0,Email,0
1559,7,12,0,Email,0
137,12,4,0,Email,0
1155,13,5,1,Social,0
1124,16,10,0,Social,0
1466,13,6,0,Email,0
753,14,7,0,Referral,0
776,19,7,0,Organic,0
35,9,14,0,Email,0
563,16,1,0,Email,0
1607,5,13,0,Social,1
275,9,13,0,Organic,0
1457,6,12,0,Email,0
1214,16,8,0,Email,0
967,5,0,1,Referral,0
432,9,14,0,Social,0
708,6,13,0,Email,0
396,14,10,0,Social,0
1281,19,5,1,Email,0
1052,12,3,0,Organic,0
626,3,0,0,Email,0
897,19,7,0,Email,0
1639,17,10,1,Email,0
479,4,13,0,Social,0
1769,17,3,0,Social,1
1033,14,14,0,Organic,0
1642,15,7,0,Organic,0
1031,4,5,0,Organic,0
216,17,0,1,Social,0
371,15,5,0,Email,1
1533,5,6,0,Referral,0
698,10,12,0,Organic,1
932,3,5,0,Social,1
1562,18,13,0,Social,0
1467,16,0,0,Organic,0
1134,14,1,0,Organic,0
1713,11,14,0,Referral,0
1593,14,8,0,Organic,0
836,19,7,0,Organic,0
1253,11,3,0,Social,0
1555,13,6,1,Social,0
871,19,9,0,Email,0
224,15,14,0,Email,0
1502,16,4,0,Referral,0
597,12,4,0,Referral,0
537,13,10,0,Social,1
509,17,14,0,Email,0
998,17,0,0,Referral,0
389,13,12,0,Organic,0
318,2,6,0,Organic,0
295,6,4,0,Social,0
801,8,1,0,Social,0
1466,10,11,0,Email,0
199,3,10,0,Social,0
166,13,0,0,Email,0
654,10,9,0,Social,0
1420,19,12,1,Email,0
487,11,13,0,Organic,0
1528,7,9,1,Organic,0
987,11,3,1,Referral,0
883,2,2,1,Organic,0
1250,8,9,0,Organic,0
1369,12,14,0,Social,0
742,2,5,0,Referral,0
872,16,5,0,Email,0
663,13,4,0,Referral,0
208,9,5,0,Organic,0
535,3,5,1,Referral,0
1318,12,14,0,Email,0
1411,3,8,0,Organic,0
1317,2,1,1,Email,0
1650,1,5,0,Social,0
633,4,1,0,Social,0
621,14,14,1,Organic,0
501,5,5,0,Email,0
359,1,2,0,Referral,0
959,10,2,0,Referral,1
1799,6,6,0,Social,0
468,13,5,0,Organic,0
1401,8,10,1,Organic,0
1568,3,0,0,Social,0
69,8,12,0,Organic,0
1295,15,14,1,Social,0
1156,5,10,1,Social,0
1416,4,4,0,Organic,0
1615,5,14,0,Organic,0
13,2,1,0,Social,0
725,10,8,1,Email,0
1588,4,6,0,Email,0
979,16,9,0,Referral,0
1263,8,1,0,Email,0
592,14,10,0,Referral,0
895,8,11,0,Referral,0
502,15,9,0,Email,0
1351,11,14,0,Referral,1
864,8,14,0,Email,0
1715,4,0,0,Social,0
1167,5,3,1,Social,0
737,17,12,0,Social,0
1591,8,2,0,Organic,0
947,17,6,0,Email,0
1181,1,3,1,Social,0
941,13,13,0,Referral,0
1632,11,14,0,Social,0
513,8,9,0,Referral,1
142,14,2,0,Email,0
710,8,0,0,Referral,0
736,4,11,0,Email,0
965,5,2,0,Organic,0
629,11,11,0,Organic,0
1547,16,4,0,Referral,0
1622,2,1,0,Social,0
1184,1,14,0,Organic,0
1374,14,11,0,Email,0
348,1,11,0,Email,0
559,13,3,0,Social,0
1725,16,14,0,Organic,0
760,9,2,0,Organic,0
130,10,13,1,Social,1
1733,7,8,0,Organic,0
985,11,4,0,Organic,0
598,2,4,0,Social,0
1465,3,5,0,Referral,0
1739,5,9,1,Organic,0
671,15,0,0,Email,0
1035,4,1,1,Organic,0
380,14,2,0,Social,0
614,7,6,0,Organic,0
898,19,14,1,Social,0
333,14,8,1,Social,0
1224,8,13,0,Social,0
198,9,12,0,Organic,0
1366,17,0,0,Referral,0
1386,11,2,0,Organic,0
815,2,1,1,Social,0
1406,15,4,1,Referral,0
1251,15,7,0,Social,0
1533,6,4,0,Referral,0
1652,13,12,0,Referral,0
1257,16,13,0,Email,0
170,13,12,0,Organic,0
817,19,3,1,Referral,0
890,5,4,0,Social,1
867,5,12,0,Social,0
592,17,8,0,Email,0
381,14,4,0,Email,0
264,16,14,0,Organic,0
710,14,4,0,Organic,0
208,1,0,0,Social,0
1318,11,1,0,Organic,1
1632,19,10,1,Social,0
1539,6,14,0,Email,0
147,8,4,0,Organic,1
418,12,1,0,Organic,0
571,5,13,0,Organic,0
99,19,6,0,Organic,0
1110,5,1,0,Referral,0
1676,11,4,0,Organic,0
1060,14,8,0,Organic,0
873,13,14,0,Organic,1
630,6,14,0,Social,0
49,3,8,1,Referral,0
107,4,8,1,Email,0
1709,15,7,0,Referral,0
175,5,6,0,Email,0
1505,13,10,0,Social,0
863,18,8,0,Referral,0
1061,6,4,0,Social,0
546,12,12,0,Social,1
114,14,8,1,Social,1
764,17,4,0,Social,0
1406,12,10,0,Organic,0
1165,10,5,1,Social,0
651,10,10,0,Social,0
1241,18,9,0,Email,0
659,13,7,0,Referral,0
435,17,2,0,Organic,0
813,7,11,0,Email,1
273,7,14,0,Email,0
476,6,8,0,Organic,0
466,14,3,0,Social,1
1395,11,10,0,Email,0
1509,17,9,1,Email,0
868,3,4,0,Social,0
1071,13,6,0,Email,0
559,2,8,1,Social,0
300,2,5,1,Social,0
1550,7,0,0,Organic,0
333,6,9,0,Referral,0
166,1,9,0,Referral,0
1377,18,14,1,Organic,0
1205,17,0,0,Organic,0
638,5,12,0,Organic,0
822,7,5,0,Referral,0
14,7,1,1,Organic,1
1400,17,13,0,Referral,1
1750,6,2,0,Social,0
205,16,5,0,Email,0
287,9,5,0,Social,0
1505,9,2,1,Organic,1
680,6,2,1,Social,0
1127,10,12,0,Email,0
1210,7,9,0,Social,0
923,2,9,0,Social,0
747,8,11,0,Referral,0
1617,16,2,0,Email,0
1064,10,2,0,Referral,0
1042,4,0,0,Email,0
929,16,8,0,Social,1
1118,7,5,1,Email,0
1724,14,5,0,Social,0
462,7,10,0,Referral,0
1701,13,7,1,Organic,0
678,18,5,0,Organic,0
716,17,3,0,Email,0
1274,10,2,0,Social,0
1427,13,1,0,Referral,0
121,12,4,0,Organic,0
1444,9,0,0,Email,0
1217,19,1,1,Organic,0
1426,10,5,0,Referral,0
442,16,9,0,Organic,0
1399,10,10,1,Referral,0
243,3,13,1,Social,0
517,10,8,1,Referral,0
923,12,3,0,Social,0
1734,18,0,0,Social,1
1430,7,10,0,Social,0
492,19,12,0,Email,1
666,16,1,0,Organic,0
936,2,9,0,Organic,0
1581,9,1,0,Organic,0
1536,12,7,0,Email,0
387,1,0,0,Referral,0
627,12,10,0,Organic,0
611,19,1,0,Social,0
311,9,3,0,Email,0
1326,6,13,0,Email,0
1759,2,13,0,Organic,0
1196,12,6,1,Email,0
550,8,11,0,Email,1
726,9,5,0,Email,0
1409,14,4,0,Email,0
1123,1,4,0,Organic,0
319,4,3,0,Referral,0
1792,3,9,1,Referral,0
272,9,4,1,Referral,0
1741,8,13,0,Organic,0
1489,6,8,0,Email,0
749,15,0,0,Referral,0
279,2,10,0,Organic,0
389,12,1,0,Email,0
119,10,12,0,Social,0
1229,12,4,0,Referral,0
409,5,4,1,Social,0
1294,12,1,0,Referral,0
1253,8,0,0,Referral,0
215,16,3,0,Email,0
1544,17,14,0,Email,0
31,7,7,0,Email,0
424,12,0,0,Social,0
759,19,14,0,Email,0
1700,13,0,0,Referral,1
1047,5,1,1,Social,1
354,9,13,0,Social,0
1770,18,2,0,Email,0
787,14,10,0,Social,0
895,8,2,0,Referral,0
1502,10,11,0,Organic,0
715,4,2,0,Referral,0
220,18,11,0,Organic,0
1780,2,0,1,Organic,0
1354,2,13,0,Email,1
1396,12,4,0,Social,1
1540,10,1,0,Email,0
987,5,3,0,Organic,0
11,6,9,0,Referral,0
146,3,9,1,Email,0
152,5,12,0,Referral,0
1367,19,2,0,Social,0
928,5,4,0,Referral,0
1045,12,1,0,Email,0
1253,5,9,0,Referral,0
729,10,9,0,Social,0
1285,18,12,1,Referral,1
1072,2,3,0,Email,1
891,1,14,0,Referral,0
1171,14,2,0,Organic,1
608,11,12,0,Email,0
1039,12,8,0,Social,0
558,13,8,0,Email,0
718,16,0,0,Social,0
1105,6,9,0,Social,0
240,19,10,1,Email,0
1303,13,7,0,Organic,0
589,13,7,0,Social,0
1598,15,14,1,Social,0
251,13,6,0,Email,0
609,18,6,1,Social,1
1660,11,8,1,Email,0
49,8,4,0,Organic,0
1181,19,9,0,Referral,0
674,6,3,0,Organic,1
896,11,13,0,Organic,1
1156,5,14,1,Social,0
1332,3,0,0,Organic,0
1589,6,5,0,Referral,0
19,14,9,0,Social,0
461,15,0,0,Organic,0
1423,18,11,0,Organic,0
754,4,7,0,Organic,0
472,7,3,0,Email,0
877,1,4,0,Organic,1
998,1,2,0,Organic,0
1249,18,7,0,Email,0
912,18,14,0,Organic,0
1487,2,13,0,Organic,0
1010,14,7,0,Referral,1
1272,4,1,1,Email,0
1241,3,3,0,Referral,0
21,13,8,0,Organic,0
1708,3,13,0,Email,0
288,14,14,0,Email,0
91,13,11,0,Referral,0
502,11,2,0,Organic,0
849,1,12,0,Social,0
361,9,12,0,Email,0
524,14,2,0,Email,0
1523,5,1,0,Social,0
1159,11,1,0,Organic,0
141,16,10,0,Organic,0
276,11,14,0,Email,0
1477,9,9,0,Email,0
942,9,12,0,Organic,0
411,14,8,0,Organic,0
32,16,7,0,Referral,0
947,6,10,0,Referral,0
1354,6,8,0,Referral,0
170,10,8,0,Email,0
1510,13,6,0,Organic,1
186,3,3,0,Social,0
1332,5,5,0,Organic,0
619,11,12,0,Organic,0
1486,9,11,0,Referral,0
1174,18,1,1,Social,0
1526,19,4,0,Email,0
467,1,6,0,Referral,0
1525,13,10,0,Referral,0
1248,12,6,1,Email,0
1253,6,1,0,Social,0
73,14,8,0,Email,0
836,2,14,0,Email,0
507,16,5,0,Social,0
997,19,7,0,Organic,0
968,19,2,0,Organic,0
506,8,1,1,Organic,0
1165,14,9,0,Organic,1
1457,16,9,0,Organic,0
156,10,6,1,Organic,0
632,2,5,0,Social,0
369,17,8,0,Social,0
17,6,10,1,Email,0
1250,17,6,0,Referral,0
1737,10,2,0,Email,1
348,15,3,0,Email,1
1299,13,3,0,Email,0
735,5,13,0,Organic,0
851,14,9,0,Referral,0
1766,7,3,0,Social,0
745,4,5,1,Organic,0
780,17,12,0,Email,0
379,2,8,0,Referral,0
181,7,5,0,Organic,0
583,11,9,0,Organic,1
1311,17,12,0,Organic,0
572,19,9,0,Referral,0
1693,13,4,0,Referral,0
843,9,12,0,Email,0
1599,15,0,0,Email,0
114,18,4,0,Social,0
346,7,0,0,Organic,0
779,13,4,0,Organic,0
651,15,9,1,Organic,0
513,2,10,0,Social,0
1742,3,13,0,Referral,0
913,1,7,1,Social,0
428,17,6,0,Email,0
1794,19,7,0,Email,0
436,11,4,1,Organic,1
1160,9,6,0,Referral,0
382,7,12,0,Organic,0
1772,4,7,0,Organic,0
313,15,5,0,Social,0
1069,15,2,0,Email,0
655,4,4,0,Referral,1
1209,3,12,0,Referral,0
679,6,4,0,Social,0
1243,19,4,0,Email,0
1439,16,6,0,Social,0
1633,5,6,0,Email,0
1292,6,12,0,Email,0
1240,18,7,0,Social,0
1228,18,12,0,Social,0
1609,4,12,0,Referral,0
1320,15,2,0,Social,0
1458,6,11,1,Organic,0
1279,18,0,0,Email,1
1336,10,2,0,Social,0
524,15,7,1,Organic,0
1092,9,1,0,Email,0
571,2,11,0,Social,0
690,4,11,0,Social,0
855,1,4,0,Organic,0
932,10,0,1,Email,0
166,1,12,1,Referral,1
1232,17,14,1,Social,1
806,10,1,1,Email,0
988,14,7,0,Social,0
27,13,4,1,Referral,0
1150,15,14,1,Referral,0
703,10,6,0,Referral,0
1118,17,14,0,Referral,0
1096,8,7,0,Email,0
253,2,4,0,Organic,1
797,19,1,0,Organic,0
1189,12,0,0,Email,0
1098,16,5,0,Referral,0
1104,7,4,1,Organic,0
1355,5,2,0,Social,1
348,4,12,1,Social,0
362,7,6,0,Email,0
432,11,11,0,Organic,1
1686,9,1,0,Email,0
1693,17,14,0,Organic,0
112,4,4,0,Social,0
378,2,11,0,Social,0
1621,19,1,0,Organic,0
1495,2,10,0,Email,0
876,4,5,0,Referral,0
1560,4,3,0,Referral,0
1030,18,4,0,Referral,0
978,8,11,0,Organic,0
1676,12,9,0,Referral,0
1713,6,5,0,Referral,1
541,12,12,0,Email,1
1078,10,10,1,Social,0
823,12,12,1,Organic,0
884,12,8,0,Organic,1
1164,14,11,1,Referral,0
70,8,6,1,Organic,0
1595,13,13,0,Organic,0
536,4,7,1,Organic,0
1317,11,3,1,Email,0
242,12,5,0,Email,0
1381,3,10,0,Email,0
1772,11,12,0,Email,0
312,18,5,0,Organic,0
1564,4,7,0,Social,0
1763,7,7,0,Organic,0
210,18,12,0,Organic,1
1233,17,10,1,Organic,0
1570,11,8,0,Organic,0
218,1,12,0,Email,0
27,8,14,0,Organic,0
1438,6,6,0,Referral,0
1076,3,3,0,Referral,0
81,9,11,0,Social,1
1081,5,3,0,Email,0
928,1,14,1,Social,0
1657,6,2,0,Social,1
794,3,10,0,Referral,0
1131,13,13,0,Referral,0
534,14,7,0,Organic,0
1436,1,10,0,Email,1
1773,18,11,0,Social,1
1408,11,14,0,Organic,0
1295,5,8,0,Organic,0
140,6,14,0,Social,1
353,9,9,0,Referral,0
1299,13,14,1,Email,0
710,14,8,0,Referral,0
1303,5,6,0,Email,0
1737,2,7,0,Referral,0
1425,18,9,0,Email,0
325,7,3,0,Referral,0
827,14,6,0,Referral,0
508,7,12,0,Organic,0
1005,19,12,0,Email,0
390,19,14,0,Social,0
434,10,13,1,Email,0
923,15,10,0,Referral,0
1426,18,13,0,Email,0
579,13,13,0,Social,0
228,12,0,0,Social,0
827,19,13,0,Email,0
487,11,14,0,Social,1
607,9,12,0,Social,0
677,13,2,1,Organic,0
1513,10,9,0,Email,0
638,9,9,0,Email,0
464,10,11,0,Organic,0
1186,7,12,0,Email,0
117,16,9,0,Email,0
928,13,9,0,Organic,0
850,6,10,1,Email,0
1547,13,10,0,Email,0
264,8,10,0,Organic,0
1793,7,10,0,Social,0
1455,1,1,1,Social,0
1340,3,9,0,Organic,0
895,12,5,0,Referral,0
169,2,4,0,Referral,0
249,16,5,0,Social,0
82,17,14,0,Referral,0
131,15,9,1,Email,0
1060,19,14,0,Organic,0
1394,19,8,0,Referral,0
1685,4,11,0,Email,0
1201,15,0,1,Organic,0
1532,8,1,0,Social,0
1665,1,13,0,Social,0
1511,9,10,1,Referral,0
1628,15,6,0,Email,0
600,14,0,0,Social,0
71,17,12,0,Organic,1
188,12,6,0,Social,0
12,5,12,0,Social,0
1513,8,0,0,Email,0
639,4,5,0,Organic,0
1674,1,11,1,Email,0
189,4,11,0,Organic,0
566,10,14,0,Referral,0
1335,9,12,0,Organic,0
1345,3,8,0,Social,0
1096,13,3,0,Referral,0
1104,10,2,0,Social,0
924,2,0,1,Email,0
576,3,4,0,Referral,1
1008,9,12,0,Referral,0
887,18,7,1,Organic,1
342,14,8,0,Organic,0
837,7,13,0,Referral,1
397,18,8,0,Email,1
71,6,2,1,Social,0
1554,2,3,0,Referral,0
870,4,13,0,Organic,0
115,14,7,0,Email,0
1572,13,7,0,Social,0
330,11,13,0,Referral,0
36,11,7,0,Organic,1
294,3,10,0,Referral,0
433,17,12,0,Organic,0
325,1,3,1,Referral,0
628,2,2,0,Referral,0
545,19,5,0,Social,0
1381,3,10,0,Organic,0
209,3,4,1,Email,0
1297,1,5,1,Social,0
1341,2,9,0,Social,0
848,19,12,1,Organic,0
1393,15,2,0,Email,0
349,8,10,0,Organic,0
198,14,5,0,Email,0
437,18,2,1,Social,0
1217,17,10,0,Referral,0
1431,11,4,1,Email,0
949,11,6,0,Referral,0
348,10,11,0,Email,0
464,13,14,0,Email,0
76,5,7,0,Email,0
1276,7,14,1,Referral,0
900,14,2,0,Email,0
528,5,14,0,Email,0
1033,15,8,0,Referral,0
807,16,13,1,Social,0
1514,4,11,0,Referral,0
1100,3,5,0,Referral,0
470,7,4,1,Organic,0
585,3,14,0,Referral,0
1218,19,2,0,Email,0
1794,19,5,0,Email,0
1158,10,14,0,Referral,1
135,8,2,1,Social,0
728,17,13,1,Email,1
1626,2,1,0,Email,0
1586,4,4,0,Referral,0
730,16,5,0,Email,0
1361,3,7,0,Email,0
430,11,9,0,Referral,0
1172,3,13,0,Referral,0
16,4,9,0,Email,1
1283,19,0,1,Email,0
1261,15,2,0,Email,0
1024,3,4,0,Social,0
249,11,11,0,Email,0
602,19,1,0,Referral,0
174,18,2,0,Referral,0
1190,11,9,0,Organic,0
1444,5,6,1,Social,0
1164,13,5,0,Organic,0
1600,8,2,1,Email,0
936,18,0,0,Social,0
1596,12,5,0,Email,0
1169,18,10,0,Referral,0
1494,1,6,0,Social,0
1124,19,9,0,Email,0
42,6,4,0,Referral,0
1359,16,14,1,Organic,0
1716,18,5,0,Social,0
856,16,12,1,Social,0
1382,12,0,0,Referral,0
739,18,7,1,Email,0
1564,4,4,0,Referral,0
290,12,11,0,Email,0
740,4,9,0,Email,0
647,11,4,0,Referral,0
1420,8,8,1,Organic,0
239,10,12,0,Referral,1
1503,4,13,1,Email,0
642,17,10,0,Social,0
61,18,2,0,Organic,0
1107,10,8,0,Organic,1
145,19,14,1,Email,1
1496,17,11,1,Social,0
413,13,11,0,Referral,0
363,15,6,1,Organic,0
453,7,2,0,Organic,0
1243,3,13,0,Organic,0
424,19,11,1,Email,0
983,12,13,0,Referral,0
1378,19,11,0,Referral,0
612,12,14,0,Email,0
969,13,0,1,Email,0
528,14,13,0,Referral,0
489,12,2,0,Referral,0
648,2,8,0,Email,0
1356,18,14,0,Organic,0
219,12,6,0,Email,0
757,17,6,0,Email,0
1273,9,10,0,Email,0
1049,11,3,0,Organic,0
411,10,5,1,Email,0
1025,13,14,0,Email,0
921,14,14,1,Email,0
983,8,2,0,Email,0
1642,19,14,1,Social,1
1439,1,11,1,Email,0
726,2,5,1,Email,0
1590,5,10,0,Email,0
150,12,11,1,Referral,0
1395,13,6,0,Email,0
1693,1,6,0,Organic,0
23,18,1,0,Social,0
1071,5,5,0,Social,0
968,6,12,0,Email,0
220,4,9,0,Social,0
1581,12,4,0,Organic,0
437,12,14,0,Social,0
89,13,2,0,Organic,0
553,6,9,0,Referral,0
290,5,6,0,Referral,0
727,8,3,0,Referral,0
963,5,7,0,Referral,1
1469,3,0,0,Social,0
111,15,11,0,Email,0
1569,17,4,0,Referral,1
1783,7,14,0,Organic,1
1753,8,7,0,Organic,0
1069,7,4,0,Organic,1
1403,17,6,0,Social,0
1359,6,10,0,Organic,0
477,11,2,0,Email,0
810,16,13,0,Organic,0
1236,13,14,0,Social,0
896,19,14,1,Referral,0
1776,16,6,0,Email,0
37,4,3,0,Referral,0
997,1,7,1,Email,0
819,1,7,0,Social,1
1799,17,3,1,Email,0
699,17,7,0,Organic,0
1310,19,0,0,Referral,0
1687,19,9,0,Organic,0
594,17,0,0,Email,0
610,17,4,0,Referral,0
845,1,1,1,Organic,0
1460,19,5,0,Referral,0
1269,9,8,0,Social,0
358,18,4,1,Referral,0
1076,12,6,0,Email,0
460,3,10,1,Social,0
885,15,4,0,Organic,0
1147,6,8,1,Social,0
166,16,2,0,Social,0
459,2,4,0,Social,0
178,2,12,1,Social,0
1052,16,3,0,Social,0
1288,18,1,0,Referral,0
20,9,4,0,Referral,0
1017,4,11,0,Email,0
598,5,10,0,Email,0
585,9,4,0,Social,0
570,4,10,0,Referral,0
603,18,4,1,Referral,0
1612,5,11,0,Social,0
360,2,11,0,Email,0
1593,11,2,0,Social,0
487,16,14,0,Organic,0
1246,7,12,0,Organic,0
426,18,10,0,Social,0
1333,4,4,0,Referral,0
356,8,14,0,Organic,0
1664,3,14,0,Referral,0
743,1,4,0,Social,0
634,10,11,0,Organic,0
14,17,7,0,Organic,0
1246,19,10,0,Referral,0
964,13,12,0,Organic,0
1144,8,8,0,Referral,0
1506,10,13,0,Referral,0
707,9,2,0,Email,0
1538,18,1,0,Organic,0
1352,18,2,0,Referral,0
1338,8,1,0,Email,1
400,15,4,0,Organic,0
208,3,0,0,Social,0
256,18,8,0,Social,0
427,14,1,0,Referral,0
35,18,0,1,Organic,0
94,18,1,0,Organic,1
326,12,6,0,Referral,0
277,4,13,0,Organic,0
574,17,0,0,Email,0
1735,11,10,0,Referral,0
1652,3,5,0,Social,0
190,14,10,0,Organic,0
1629,19,11,0,Email,0
474,11,14,1,Social,1
60,15,2,0,Social,0
1064,3,7,0,Organic,0
1252,2,13,0,Email,0
719,13,3,0,Email,0
324,12,1,0,Email,0
989,13,10,0,Email,0
87,15,4,0,Email,0
1280,19,4,0,Social,0
1436,4,12,0,Organic,1
392,7,1,0,Referral,1
991,9,4,1,Social,0
60,9,14,1,Referral,0
1129,3,0,1,Email,1
891,1,10,0,Email,0
1714,3,0,0,Organic,0
1794,4,14,1,Email,0
1264,2,7,0,Email,1
1377,4,10,0,Referral,0
286,12,8,0,Social,0
1180,13,3,0,Organic,0
1773,7,11,0,Organic,0
1066,9,7,0,Email,0
879,19,13,1,Social,0
1035,19,7,0,Referral,0
1354,12,10,0,Email,0
364,7,4,0,Social,0
